"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"CAA19990530","SPRINGDALE WEST APTS","2095 W SPRING ST","LONG BEACH","CA","90810","Los Angeles County","410","406","Not Indicated"
"CAA19990555","SYCAMORE PARK APTS","250 S AVE 50","LOS ANGELES","CA","90042","Los Angeles County","59","58","Not Indicated"
"CAA19990590","DON SENIOR APTS","105 E I ST","WILMINGTON","CA","90744","Los Angeles County","56","56","Not Indicated"
"CAA19990600","PROMENADE","1333 W GARVEY AVE N","WEST COVINA","CA","91790","Los Angeles County","124","124","Not Indicated"
"CAA19990605","SALVATION ARMY WESTWOOD TRANSITIONAL VILLAGE","1341 S SEPULVEDA BLVD","LOS ANGELES","CA","90025","Los Angeles County","40","40","Not Indicated"
"CAA19990630","TOLTON COURT","2806 W BLVD","LOS ANGELES","CA","90016","Los Angeles County","10","10","Not Indicated"
"CAA19990685","VINTAGE GROVE SENIOR APTS","3625 WILLIAMS AVE","LA VERNE","CA","91750","Los Angeles County","110","109","Not Indicated"
"CAA19990695","VISTA NUEVA APTS","130 S LA FAYETTE PARK PL","LOS ANGELES","CA","90057","Los Angeles County","30","29","Not Indicated"
"CAA19990710","TOTLON/MONTCLAIR COURT","4200 MONTCLAIR ST","LOS ANGELES","CA","90018","Los Angeles County","16","15","Not Indicated"
"CAA19990747","BARNSDALL COURT APTS","1632 N NORMANDIE AVE","LOS ANGELES","CA","90027","Los Angeles County","38","37","Not Indicated"
"CAA19990752","CASA RAMPART APTS","401 S RAMPART BLVD","LOS ANGELES","CA","90057","Los Angeles County","68","67","Not Indicated"
"CAA19990754","CONCORD-HUNTINGTON PARK APTS","6900 SEVILLE AVE","HUNTINGTON PARK","CA","90255","Los Angeles County","162","160","Not Indicated"
"CAA19990765","NEW HARBOR VISTA","410 N WILMINGTON BLVD","WILMINGTON","CA","90744","Los Angeles County","132","130","Not Indicated"
"CAA19990769","PARK GRAND APTS","858 E GRAND AVE","POMONA","CA","91766","Los Angeles County","62","61","Not Indicated"
"CAA19990770","PRESERVATION I","1156 W ADAMS BLVD","LOS ANGELES","CA","90007","Los Angeles County","89","87","Not Indicated"
"CAA19990771","PRESERVATION IV","1045 W 18TH ST","LOS ANGELES","CA","90015","Los Angeles County","30","29","Not Indicated"
"CAA19990772","PRESERVATION V","833 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","124","118","Not Indicated"
"CAA19990780","TM CHAMBERS MANORS","2620 MENLO AVE","LOS ANGELES","CA","90007","Los Angeles County","19","18","Not Indicated"
"CAA19990781","VAN NUYS PIERCE PARK APTS","12700 VAN NUYS BLVD","PACOIMA","CA","91331","Los Angeles County","430","426","Not Indicated"
"CAA20000010","ABAJO DEL SOL SENIOR APTS","1000 ABAJO DR","MONTEREY PARK","CA","91754","Los Angeles County","61","60","Not Indicated"
"CAA20000035","AVALON-EL SEGUNDO SENIOR APTS","13232 AVALON BLVD","LOS ANGELES","CA","90061","Los Angeles County","42","41","Not Indicated"
"CAA20000045","WATSON II","3939 URSULA AVE","LOS ANGELES","CA","90008","Los Angeles County","83","83","Not Indicated"
"CAA20000090","CASA VERDE APTS","1552 SCHRADER BLVD","LOS ANGELES","CA","90028","Los Angeles County","30","29","Not Indicated"
"CAA20000095","CASABLANCA APTS","4160 E AVE R","PALMDALE","CA","93552","Los Angeles County","200","198","Not Indicated"
"CAA20000110","CHESTNUT VILLAGE","5675 YORK BLVD","LOS ANGELES","CA","90042","Los Angeles County","3","3","Not Indicated"
"CAA20000150","COURTLAND CITY LIGHTS","1355 W CT ST","LOS ANGELES","CA","90026","Los Angeles County","92","91","Not Indicated"
"CAA20000185","FOX NORMANDIE APTS","849 S NORMANDIE AVE","LOS ANGELES","CA","90005","Los Angeles County","48","47","Not Indicated"
"CAA20000190","GRACE AVENUE HOUSING","555 E CARSON ST","CARSON","CA","90745","Los Angeles County","84","83","Not Indicated"
"CAA20000195","GRANDVIEW CITY LIGHTS","831 S GRAND VIEW ST","LOS ANGELES","CA","90057","Los Angeles County","32","31","Not Indicated"
"CAA20000200","HARBOR CITY LIGHTS","523 W 127TH ST","LOS ANGELES","CA","90044","Los Angeles County","56","55","Not Indicated"
"CAA20000235","HIGHLAND VILLAGE","245 S AVE 50","LOS ANGELES","CA","90042","Los Angeles County","91","89","Not Indicated"
"CAA20000240","IRIS GARDENS","385 N ROCKVALE AVE","AZUSA","CA","91702","Los Angeles County","120","118","Not Indicated"
"CAA20000255","KENMORE APTS","1726 N KENMORE AVE","LOS ANGELES","CA","90027","Los Angeles County","21","20","Not Indicated"
"CAA20000290","LIVE OAKS GARDEN","5203 LIVE OAK ST","BELL","CA","90201","Los Angeles County","40","32","Not Indicated"
"CAA20000315","MIRADA TERRACE APTS","5657 LA MIRADA AVE","HOLLYWOOD","CA","90038","Los Angeles County","30","29","Not Indicated"
"CAA20000340","MOUNTAIN VIEW MANOR APTS","12960 DRONFIELD AVE","SYLMAR","CA","91342","Los Angeles County","200","200","Not Indicated"
"CAA20000375","OAK TREE VILLAGE","15231 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","21","20","Not Indicated"
"CAA20000385","ORANGE GROVE APTS","626 ORANGE GROVE AVE","GLENDALE","CA","91205","Los Angeles County","24","23","Not Indicated"
"CAA20000425","PARK PLACE APTS","7970 WOODMAN AVE","VAN NUYS","CA","91402","Los Angeles County","142","141","Not Indicated"
"CAA20000430","PARK WILLIAM APTS","853 WILLIAM ST","POMONA","CA","91768","Los Angeles County","31","30","Not Indicated"
"CAA20000470","PRESERVATION II","300 E 51ST ST","LOS ANGELES","CA","90011","Los Angeles County","109","104","Not Indicated"
"CAA20000475","PRESERVATION III","6427 S HOOVER ST","LOS ANGELES","CA","90044","Los Angeles County","48","44","Not Indicated"
"CAA20000495","ROWLAND HEIGHTS APTS","1945 BATSON AVE","ROWLAND HEIGHTS","CA","91748","Los Angeles County","144","142","Not Indicated"
"CAA20000505","SAN ANTONIO GARDEN","13708 SAN ANTONIO DR","NORWALK","CA","90650","Los Angeles County","65","65","Not Indicated"
"CAA20000520","SENDEROS","2141 ESTRELLA AVE","LOS ANGELES","CA","90007","Los Angeles County","12","12","Not Indicated"
"CAA20000575","SYCAMORE VILLAGE","523 S RAMPART BLVD","LOS ANGELES","CA","90057","Los Angeles County","30","29","Not Indicated"
"CAA20000625","THE VILLAGGIO II","555 E CARSON ST","CARSON","CA","90745","Los Angeles County","65","64","Not Indicated"
"CAA20000640","TOWNE SQUARE","11650 TOWNE AVE","LOS ANGELES","CA","90061","Los Angeles County","51","50","Not Indicated"
"CAA20000650","UNIVERSITY GARDENS APTS","1250 W JEFFERSON BLVD","LOS ANGELES","CA","90007","Los Angeles County","113","111","Not Indicated"
"CAA20000665","VILLAGES AT CABRILLO","2001 RIVER AVE","LONG BEACH","CA","90810","Los Angeles County","196","196","Not Indicated"
"CAA20000680","VINTAGE GARDENS SENIOR APTS","1950 E BADILLO ST","WEST COVINA","CA","91791","Los Angeles County","188","186","Not Indicated"
"CAA20000715","WAVECREST APTS","708 PICO BLVD","SANTA MONICA","CA","90405","Los Angeles County","20","19","Not Indicated"
"CAA20000730","WILSHIRE COURTYARD","2848 SUNSET PL","LOS ANGELES","CA","90005","Los Angeles County","102","101","Not Indicated"
"CAA20000741","AURORA VILLAGE I","43862 15TH ST W","LANCASTER","CA","93534","Los Angeles County","132","129","Not Indicated"
"CAA20000745","CARLTON COURT APTS","5443 CARLTON WAY","LOS ANGELES","CA","90027","Los Angeles County","61","60","Not Indicated"
"CAA20000750","EUGENE THOMAS MANOR","2208 S WESTERN AVE","LOS ANGELES","CA","90018","Los Angeles County","38","37","Not Indicated"
"CAA20000753","HEAVENLY VISION SENIOR HOUSING LP","9500 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","46","45","Not Indicated"
"CAA20000754","IROLO SENIOR HOUSING","770 IROLO ST","LOS ANGELES","CA","90005","Los Angeles County","47","46","Not Indicated"
"CAA20000757","KINGS VILLAGES","1141 N FAIR OAKS AVE","PASADENA","CA","91103","Los Angeles County","313","312","Not Indicated"
"CAA20000769","SIERRA VIEW GARDENS","37850 20TH ST E","PALMDALE","CA","93550","Los Angeles County","144","142","Not Indicated"
"CAA20000774","WASHINGTON COURT FAMILY","1717 E 103RD ST","LOS ANGELES","CA","90002","Los Angeles County","102","100","Not Indicated"
"CAA20010010","ADAMS CITY LIGHTS","4471 W ADAMS BLVD","LOS ANGELES","CA","90016","Los Angeles County","31","30","Not Indicated"
"CAA20010020","ALEGRIA","2737 W SUNSET BLVD","LOS ANGELES","CA","90026","Los Angeles County","45","44","Not Indicated"
"CAA20010025","AMISTAD","1953 ESTRELLA AVE","LOS ANGELES","CA","90007","Los Angeles County","23","23","Not Indicated"
"CAA20010030","ANGELS CITY LIGHTS","13915 OXNARD ST","VAN NUYS","CA","91401","Los Angeles County","49","39","Not Indicated"
"CAA20010040","AVALON TERRACE NICOLET","4027 NICOLET AVE","LOS ANGELES","CA","90008","Los Angeles County","38","31","Not Indicated"
"CAA20010045","BENTON GREEN APTS","528 N BENTON WAY","LOS ANGELES","CA","90026","Los Angeles County","38","37","Not Indicated"
"CAA20010060","BIRCHCREST APTS","8525 PARAMOUNT BLVD","DOWNEY","CA","90240","Los Angeles County","64","62","Not Indicated"
"CAA20010065","BRANDON APTS","735 HARTFORD AVE","LOS ANGELES","CA","90017","Los Angeles County","32","31","Not Indicated"
"CAA20010090","CARSON TERRACE","632 E 219TH ST","CARSON","CA","90745","Los Angeles County","62","61","Not Indicated"
"CAA20010095","CASA DE CANOGA APTS","20717 VANOWEN ST","CANOGA PARK","CA","91306","Los Angeles County","102","101","Not Indicated"
"CAA20010125","CLAREMONT VILLAGE APTS","965 W ARROW HWY","CLAREMONT","CA","91711","Los Angeles County","150","149","Not Indicated"
"CAA20010155","DETROIT STREET SENIOR HOUSING","1212 N DETROIT ST","WEST HOLLYWOOD","CA","90046","Los Angeles County","10","10","Not Indicated"
"CAA20010160","DEWEY HOTEL","721 S MAIN ST","LOS ANGELES","CA","90014","Los Angeles County","43","42","Not Indicated"
"CAA20010165","DON CARLOS APTS","5226 HOLLYWOOD BLVD","LOS ANGELES","CA","90027","Los Angeles County","30","23","Not Indicated"
"CAA20010170","DOWNEY SENIOR APTS","8133 THIRD ST","DOWNEY","CA","90241","Los Angeles County","31","29","Not Indicated"
"CAA20010235","HERITAGE PARK ON WOODMAN","7840 WOODMAN AVE","PANORAMA CITY","CA","91402","Los Angeles County","155","153","Not Indicated"
"CAA20010255","HOPE VILLAGE","1031 S HOPE ST","LOS ANGELES","CA","90015","Los Angeles County","67","65","Not Indicated"
"CAA20010280","LA PUENTE PARK APTS","14730 PRICHARD ST","LA PUENTE","CA","91744","Los Angeles County","132","131","Not Indicated"
"CAA20010290","LINCOLN HOTEL","549 CERES AVE","LOS ANGELES","CA","90013","Los Angeles County","41","40","Not Indicated"
"CAA20010295","MAGNOLIA CITY LIGHTS","2885 LEEWARD AVE","LOS ANGELES","CA","90005","Los Angeles County","54","53","Not Indicated"
"CAA20010310","MARYLAND APTS","1340 MARYLAND ST","LOS ANGELES","CA","90017","Los Angeles County","30","29","Not Indicated"
"CAA20010340","NOBLE SENIOR HOUSING","15100 MOORPARK ST","SHERMAN OAKS","CA","91403","Los Angeles County","85","84","Not Indicated"
"CAA20010365","ORANGE TREE VILLAGE","2418 E EL SEGUNDO BLVD","COMPTON","CA","90222","Los Angeles County","21","20","Not Indicated"
"CAA20010375","PARK PLAZA SENIOR APTS","6755 RHODES AVE","NORTH HOLLYWOOD","CA","91606","Los Angeles County","203","200","Not Indicated"
"CAA20010495","SIMPSON ARBOR APTS","7507 SIMPSON AVE","NORTH HOLLYWOOD","CA","91605","Los Angeles County","83","82","No Longer Monitored"
"CAA20010500","SONYA GARDENS APTS","8621 DENVER AVE","LOS ANGELES","CA","90044","Los Angeles County","60","59","Not Indicated"
"CAA20010505","SOUTHERN HOTEL","412 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","55","53","Not Indicated"
"CAA20010535","HOOVER HOTEL","7035 GREENLEAF AVE","WHITTIER","CA","90602","Los Angeles County","50","49","Not Indicated"
"CAA20010560","VICTORY GARDENS","13436 VICTORY BLVD","VAN NUYS","CA","91401","Los Angeles County","15","15","Not Indicated"
"CAA20010595","VILLAGE POINTE APTS","43732 CHALLENGER WAY","LANCASTER","CA","93535","Los Angeles County","200","199","Not Indicated"
"CAA20010655","WILLOW TREE VILLAGES","12000 FOOTHILL BLVD","SYLMAR","CA","91342","Los Angeles County","49","48","Not Indicated"
"CAA20010662","ADAMS SENIOR GARDENS","1755 W ADAMS BLVD","LOS ANGELES","CA","90018","Los Angeles County","38","36","Not Indicated"
"CAA20010663","BEVERLY TOWERS","1315 W BEVERLY BLVD","MONTEBELLO","CA","90640","Los Angeles County","189","189","Not Indicated"
"CAA20010667","DETROIT STREET FAMILY HOUSING","1155 N DETROIT ST","WEST HOLLYWOOD","CA","90046","Los Angeles County","10","9","Not Indicated"
"CAA20010671","LA BREA GARDENS","5120 EXPOSITION BLVD","LOS ANGELES","CA","90016","Los Angeles County","185","182","Not Indicated"
"CAA20010674","PARK LANE FAMILY APTS","4508 W MLK JR BLVD","LOS ANGELES","CA","","Los Angeles County","117","116","Not Indicated"
"CAA20010676","RICHARD N HOGAN MANOR","5506 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","51","50","Not Indicated"
"CAA20010684","VERDES DEL ORIENTE","360 W THIRD ST","SAN PEDRO","CA","90731","Los Angeles County","113","112","Not Indicated"
"CAA20010685","SWANSEA PARK SENIOR APTS","1015 N KINGSLEY DR","LOS ANGELES","CA","90029","Los Angeles County","82","81","Not Indicated"
"CAA20020015","AMISTAD APTS","2037 LINCOLN PARK AVE","LOS ANGELES","CA","90031","Los Angeles County","49","48","Not Indicated"
"CAA20020020","APPLE TREE VILLAGE","9229 SEPULV EWAY","LOS ANGELES","CA","90045","Los Angeles County","125","122","No Longer Monitored"
"CAA20020060","CAMERON PARK APTS","929 W CAMERON AVE","WEST COVINA","CA","91790","Los Angeles County","158","156","Not Indicated"
"CAA20020090","CIENEGA GARDENS APTS","1211 N LYMAN AVE","COVINA","CA","91724","Los Angeles County","180","178","Not Indicated"
"CAA20020105","COMPTON GARDEN","4243 E ALONDRA BLVD","COMPTON","CA","90221","Los Angeles County","18","18","Not Indicated"
"CAA20020120","CURTIS JOHNSON APTS","727 W 47TH ST","LOS ANGELES","CA","90037","Los Angeles County","48","47","Not Indicated"
"CAA20020165","GATEWAY CITY LIGHTS","523 1/2 W EL SEGUNDO BLVD","LOS ANGELES","CA","90061","Los Angeles County","72","56","Not Indicated"
"CAA20020175","GRANDVIEW NINE APTS","2300 JAMES M WOOD BLVD","LOS ANGELES","CA","90006","Los Angeles County","62","61","Not Indicated"
"CAA20020180","HALE-MORRIS-LEWIS SENIOR MANOR","1307 W 105TH ST","LOS ANGELES","CA","90044","Los Angeles County","41","40","Not Indicated"
"CAA20020185","HAPPY VALLEY CITY LIGHTS","2580 N SOTO ST","LOS ANGELES","CA","90032","Los Angeles County","70","56","Not Indicated"
"CAA20020195","HERITAGE PARK AT MONROVIA","630 W DUARTE RD","MONROVIA","CA","91016","Los Angeles County","78","77","Not Indicated"
"CAA20020275","MEERA TOWN HOMES","740 VALENCIA ST","LOS ANGELES","CA","90017","Los Angeles County","21","16","Not Indicated"
"CAA20020290","MISSION CITY LIGHTS","9121 SEPULVEDA BLVD","NORTH HILLS","CA","91343","Los Angeles County","46","36","Not Indicated"
"CAA20020300","MONTEREY PARK SENIOR VILLAGE","1935 POTRERO GRANDE DR","MONTEREY PARK","CA","91755","Los Angeles County","114","113","Not Indicated"
"CAA20020340","PARWOOD APTS","5441 N PARAMOUNT BLVD","LONG BEACH","CA","90805","Los Angeles County","528","526","Not Indicated"
"CAA20020380","SERENITY VILLAS","150 E BONITA AVE","POMONA","CA","91767","Los Angeles County","174","173","Not Indicated"
"CAA20020430","PIEDMONT APTS (NORTH HOLLYWOOD)","6750 WHITSETT AVE","NORTH HOLLYWOOD","CA","91606","Los Angeles County","198","42","Not Indicated"
"CAA20020480","VINTAGE CROSSING SENIOR APTS","6830 JORDAN AVE","CANOGA PARK","CA","91303","Los Angeles County","161","128","Not Indicated"
"CAA20020510","WILSHIRE CITY LIGHTS","716 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","21","17","Not Indicated"
"CAA20020511","CENTER POINTE VILLAS","11856 ORANGE ST","NORWALK","CA","90650","Los Angeles County","240","236","Not Indicated"
"CAA20020513","AMISTAD PLAZA","6050 S WESTERN AVE","LOS ANGELES","CA","90047","Los Angeles County","56","55","Not Indicated"
"CAA20020515","BELLFLOWER TERRACE SENIOR APTS","9920 FLORA VISTA ST","BELLFLOWER","CA","90706","Los Angeles County","180","178","Not Indicated"
"CAA20020516","BREEZEWOOD VILLAGE APTS","16000 GRAYVILLE DR","LA MIRADA","CA","90638","Los Angeles County","122","120","Not Indicated"
"CAA20020521","EASTSIDE VILLAGE FAMILY APTS","2250 E 111TH ST","LOS ANGELES","CA","90059","Los Angeles County","78","77","Not Indicated"
"CAA20020522","EUGENE HOTEL","558 STANFORD AVE","LOS ANGELES","CA","90013","Los Angeles County","44","43","Not Indicated"
"CAA20020523","FAME WEST 25TH STREET","1940 W 25TH ST","LOS ANGELES","CA","90018","Los Angeles County","12","12","Not Indicated"
"CAA20020526","HOLLYVIEW SENIOR APTS","5411 HOLLYWOOD BLVD","LOS ANGELES","CA","90027","Los Angeles County","100","79","Not Indicated"
"CAA20020532","OSAGE SENIOR VILLAS","924 S OSAGE AVE","INGLEWOOD","CA","90301","Los Angeles County","91","72","Not Indicated"
"CAA20020533","PLAZA DE LEON APTS","630 S ALVARADO ST","LOS ANGELES","CA","90057","Los Angeles County","20","19","Not Indicated"
"CAA20020547","WISCONSIN III APTS","3790 WISCONSIN ST","LOS ANGELES","CA","90007","Los Angeles County","26","25","Not Indicated"
"CAA20030020","ARDMORE CITY LIGHTS","737 S ARDMORE AVE","LOS ANGELES","CA","90005","Los Angeles County","48","47","Not Indicated"
"CAA20030035","BALDWIN HILLS APTS","4063 NICOLET AVE","LOS ANGELES","CA","90008","Los Angeles County","58","57","Not Indicated"
"CAA20030050","BENTLEY CITY LIGHTS","420 WITMER ST","LOS ANGELES","CA","90017","Los Angeles County","36","35","Not Indicated"
"CAA20030060","BURLINGTON CITY LIGHTS","456 S BURLINGTON AVE","LOS ANGELES","CA","90057","Los Angeles County","40","39","Not Indicated"
"CAA20030100","CASA BONITA SENIOR APTS","6512 RUGBY AVE","HUNTINGTON PARK","CA","90255","Los Angeles County","80","79","Not Indicated"
"CAA20030110","CASTELAR APTS","601 N HILL ST","LOS ANGELES","CA","90012","Los Angeles County","101","100","Not Indicated"
"CAA20030135","COMMUNITY ARMS APTS","169 E ORANGE GROVE BLVD","PASADENA","CA","91103","Los Angeles County","133","131","Not Indicated"
"CAA20030140","CORNERSTONE APTS","14128 CALVERT ST","VAN NUYS","CA","91401","Los Angeles County","36","35","Not Indicated"
"CAA20030160","ELYSIAN CITY LIGHTS","1370 ALLISON AVE","LOS ANGELES","CA","90026","Los Angeles County","21","20","Not Indicated"
"CAA20030165","FAR EAST BUILDING","349 E FIRST ST","LOS ANGELES","CA","90012","Los Angeles County","16","15","Not Indicated"
"CAA20030215","HOLLYWOOD WESTERN APTS","1672 N WESTERN AVE","HOLLYWOOD","CA","90027","Los Angeles County","60","59","Not Indicated"
"CAA20030230","IMPERIAL HIGHWAY APTS","1651 E IMPERIAL HWY","LOS ANGELES","CA","90059","Los Angeles County","46","45","Not Indicated"
"CAA20030240","INNES HEIGHTS APTS","1245 INNES AVE","LOS ANGELES","CA","90026","Los Angeles County","19","18","Not Indicated"
"CAA20030265","LA PRIMAVERA APTS","1330 S OLIVE ST","LOS ANGELES","CA","90015","Los Angeles County","36","35","Not Indicated"
"CAA20030280","LAS BRISAS COMMUNITY HOUSING","2399 CALIFORNIA AVE","SIGNAL HILL","CA","90755","Los Angeles County","92","90","Not Indicated"
"CAA20030295","LITTLE LAKE VILLAGE APTS","10902 FULTON WELLS AVE","SANTA FE SPRINGS","CA","90670","Los Angeles County","144","142","Not Indicated"
"CAA20030320","MIRAMAR CITY LIGHTS","1417 W THIRD ST","LOS ANGELES","CA","90017","Los Angeles County","49","48","Not Indicated"
"CAA20030430","RIVERS HOTEL","1226 E SEVENTH ST","LOS ANGELES","CA","90021","Los Angeles County","76","74","Not Indicated"
"CAA20030455","SAN LUCAS SENIOR HOUSING","1221 W SEVENTH ST","LOS ANGELES","CA","90017","Los Angeles County","196","194","Not Indicated"
"CAA20030460","SANTA CRUZ TERRACE","201 N BEACON ST","SAN PEDRO","CA","90731","Los Angeles County","48","47","Not Indicated"
"CAA20030495","ST GEORGE HOTEL","115 E THIRD ST","LOS ANGELES","CA","90013","Los Angeles County","88","86","Not Indicated"
"CAA20030550","BROWNSTONE HOTEL","425 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","48","47","Not Indicated"
"CAA20030555","OAKS ON FLORENCE","4224 FLORENCE AVE","BELL","CA","90201","Los Angeles County","63","62","Not Indicated"
"CAA20030580","TRI-CITY HOUSING","511 S MARIPOSA AVE","LOS ANGELES","CA","90020","Los Angeles County","142","142","Not Indicated"
"CAA20030615","VILLAGE AT BEECHWOOD","44063 BEECH AVE","LANCASTER","CA","93534","Los Angeles County","100","99","Not Indicated"
"CAA20030658","CANYON COUNTRY SENIOR APTS","18701 FLYING TIGER DR","SANTA CLARITA","CA","91387","Los Angeles County","200","198","Not Indicated"
"CAA20030661","HAROLD WAY APTS","5521 HAROLD WAY","HOLLYWOOD","CA","90028","Los Angeles County","51","50","Not Indicated"
"CAA20030664","ML SHEPARD MANOR SENIOR HOUISNG","2330 SANTA ANA S","LOS ANGELES","CA","90059","Los Angeles County","90","89","Not Indicated"
"CAA20040015","ALEGRIA APTS","801 W 23RD ST","LOS ANGELES","CA","90007","Los Angeles County","15","14","Not Indicated"
"CAA20040040","BROADWAY VILLAGE APTS I","254 W 78TH ST","LOS ANGELES","CA","90003","Los Angeles County","16","16","Not Indicated"
"CAA20040045","BROADWAY VISTAS","9800 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","21","20","Not Indicated"
"CAA20040075","CASA DE CABRILLO","2111 W WILLIAMS ST","LONG BEACH","CA","90810","Los Angeles County","204","200","Not Indicated"
"CAA20040080","CASA FIGUEROA APTS","7800 S FIGUEROA ST","LOS ANGELES","CA","90003","Los Angeles County","49","48","Not Indicated"
"CAA20040085","CASTAIC LAKE SENIOR APTS","31978 CASTAIC RD","CASTAIC","CA","91384","Los Angeles County","150","149","Not Indicated"
"CAA20040170","EL CENTRO LORETTO APTS","1021 N HOOVER ST","LOS ANGELES","CA","90029","Los Angeles County","76","75","Not Indicated"
"CAA20040185","EMERALD PARK","212 LUCAS AVE","LOS ANGELES","CA","90026","Los Angeles County","21","20","Not Indicated"
"CAA20040220","GRISHAM COMMUNITY HOUSING","11 W 49TH ST","LONG BEACH","CA","90805","Los Angeles County","96","94","Not Indicated"
"CAA20040235","HAVENHURST APTS","1435 HAVENHURST DR","WEST HOLLYWOOD","CA","90046","Los Angeles County","24","23","Not Indicated"
"CAA20040295","LOS GIRASOLES","952 S RECORD AVE","LOS ANGELES","CA","90023","Los Angeles County","11","11","Not Indicated"
"CAA20040310","MARYLAND HEIGHTS","1337 W FIFTH ST","LOS ANGELES","CA","90017","Los Angeles County","49","44","Not Indicated"
"CAA20040420","POTRERO SENIOR HOUSING","1301 POTRERO GRANDE DR","ROSEMEAD","CA","91770","Los Angeles County","53","52","Not Indicated"
"CAA20040470","SANTEE COURT ONE","700 S LOS ANGELES ST","LOS ANGELES","CA","90014","Los Angeles County","165","33","Not Indicated"
"CAA20040480","SINGING WOOD SENIOR HOUSING","10100 VALLEY BLVD","EL MONTE","CA","91731","Los Angeles County","110","109","Not Indicated"
"CAA20040490","SKYLINE VILLAGE","444 LUCAS AVE","LOS ANGELES","CA","90017","Los Angeles County","73","72","Not Indicated"
"CAA20040525","SUNSET CITY LIGHTS","2014 W SUNSET BLVD","LOS ANGELES","CA","90026","Los Angeles County","16","12","Not Indicated"
"CAA20040535","TEMPLE CITY LIGHTS","306 N ALVARADO ST","LOS ANGELES","CA","90026","Los Angeles County","34","33","Not Indicated"
"CAA20040600","VERMONT CITY LIGHTS","4215 S VERMONT AVE","LOS ANGELES","CA","90037","Los Angeles County","60","58","Not Indicated"
"CAA20040625","VILLA RAMONA","13030 RAMONA BLVD","BALDWIN PARK","CA","91706","Los Angeles County","71","70","Not Indicated"
"CAA20040665","WEST ANGELES VILLAS","6030 CRENSHAW BLVD","LOS ANGELES","CA","90043","Los Angeles County","150","149","Not Indicated"
"CAA20040680","WITMER/COLUMBIA PLACE","1304 W SEVENTH ST","LOS ANGELES","CA","90017","Los Angeles County","43","42","Not Indicated"
"CAA20040690","HAWAIIAN GARDENS APTS","11950 CENTRALIA RD","HAWAIIAN GARDENS","CA","90716","Los Angeles County","264","211","Not Indicated"
"CAA20040692","HERITAGE PARK AT ARCADIA","150 LAS TUNAS DR","ARCADIA","CA","91007","Los Angeles County","54","53","Not Indicated"
"CAA20040694","HERITAGE PARK AT GLENDALE","420 E HARVARD ST","GLENDALE","CA","91205","Los Angeles County","52","51","Not Indicated"
"CAA20040702","EADS APTS","421 S BIXEL ST","LOS ANGELES","CA","90017","Los Angeles County","36","35","Not Indicated"
"CAA20040705","WITMER MANOR PRESERVATION PROJECT","1501 MIRAMAR ST","LOS ANGELES","CA","90026","Los Angeles County","238","238","Not Indicated"
"CAA20040706","DOLORES FRANCES APTS","1809 W 11TH ST","LOS ANGELES","CA","90006","Los Angeles County","390","366","Not Indicated"
"CAA20049707","VERMONT CITY LIGHTS","4215 - 4225 S VERMONT AVE AND 1011 W 42ND PL","LOS ANGELES","CA","90017","Los Angeles County","60","58","Not Indicated"
"CAA20050005","AFTON PLACE APTS","6230 AFTON PL","LOS ANGELES","CA","90028","Los Angeles County","71","70","Not Indicated"
"CAA20050050","BROADWAY CITY LIGHTS","8000 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","49","48","Not Indicated"
"CAA20050055","BURBANK SENIOR ARTIST COLONY","240 E VERDUGO AVE","BURBANK","CA","91502","Los Angeles County","141","43","Not Indicated"
"CAA20050100","COLONIA CORONA APTS","13036 SHERMAN WAY","NORTH HOLLYWOOD","CA","91605","Los Angeles County","100","99","Not Indicated"
"CAA20050135","COURT STREET APTS","1301 W CT ST","LOS ANGELES","CA","90026","Los Angeles County","24","23","Not Indicated"
"CAA20050155","DOUGLAS PARK APTS","145 W ROSECRANS AVE","COMPTON","CA","90222","Los Angeles County","72","71","Not Indicated"
"CAA20050195","GATEWAYS SRO HOUSING","444 N HOOVER ST","LOS ANGELES","CA","90004","Los Angeles County","30","29","Not Indicated"
"CAA20050210","GOLDEN WEST TOWER","3510 MARICOPA ST","TORRANCE","CA","90503","Los Angeles County","180","178","Not Indicated"
"CAA20050215","GRAND & VENICE FAMILY HOUSING","1500 S GRAND AVE","LOS ANGELES","CA","90015","Los Angeles County","62","61","Not Indicated"
"CAA20050240","HARMONY CREEK","15554 GALE AVE","HACIENDA HEIGHTS","CA","91745","Los Angeles County","75","74","Not Indicated"
"CAA20050250","HARVARD GLENMARY","8711 S HARVARD BLVD","LOS ANGELES","CA","90047","Los Angeles County","216","214","Not Indicated"
"CAA20050275","INGRAM PRESERVATION","234 N LAKE ST","LOS ANGELES","CA","90026","Los Angeles County","140","135","Not Indicated"
