"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA20090115","CASA DOMINGUEZ","1571 S ATLANTIC DR","EAST RANCHO DOMINGUEZ","CA","90221","Los Angeles County","33.884307","-118.192785","15044","70","69","2009","2008","Non-Profit Sponsor","70% Present Value Credit","Yes","Yes","No","No","5959411","1685000","0","1754750"
"CAA20090125","CASA LUCERNA","1025 S KERN AVE","LOS ANGELES","CA","90022","Los Angeles County","34.020095","-118.166565","20802","75","74","2009","2008","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","302669"
"CAA20090130","CHERRYLEE GARDENS","11620 CHERRYLEE DR","EL MONTE","CA","91732","Los Angeles County","34.094916","-118.011972","22230","78","77","2009","2008","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","527201"
"CAA20090140","COLUMBUS SQUARE APTS","8613 COLUMBUS AVE","NORTH HILLS","CA","91343","Los Angeles County","34.226963","-118.465641","44000","64","63","2009","2008","For-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","2350000","0","0","374145"
"CAA20090165","DRAKE MANOR","200 DRAKE ST","POMONA","CA","91767","Los Angeles County","34.105918","-117.751123","58072","109","108","2009","2008","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","408166"
"CAA20090225","JAMES WOOD APTS","506 SAN JULIAN ST","LOS ANGELES","CA","90013","Los Angeles County","34.044334","-118.244911","44000","53","52","2009","2007","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","6117000","0","0","803179"
"CAA20090260","MANITOU VISTAS I","3414 MANITOU AVE","LOS ANGELES","CA","90031","Los Angeles County","34.071855","-118.204516","44000","48","47","2009","2006","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1456739"
"CAA20090270","MARIPOSA PLACE APTS","5030 SANTA MONICA BLVD","LOS ANGELES","CA","90029","Los Angeles County","34.090664","-118.299148","44000","58","57","2009","2007","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","1019804"
"CAA20090305","ORION GARDENS APTS","8955 ORION AVE","NORTH HILLS","CA","91343","Los Angeles County","34.233116","-118.472176","44000","32","31","2009","2007","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","3125520","0","0","814384"
"CAA20090345","RAYEN APTS","15320 RAYEN ST","NORTH HILLS","CA","91343","Los Angeles County","34.231731","-118.466167","44000","49","48","2009","2007","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","4547648","0","0","1074122"
"CAA20090365","SAN PEDRO APTS","235 S SAN PEDRO ST","LOS ANGELES","CA","90012","Los Angeles County","34.048678","-118.242196","44000","230","46","2009","2007","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","530322"
"CAA20090390","SEVEN MAPLES","2618 W SEVENTH ST","LOS ANGELES","CA","90057","Los Angeles County","34.058983","-118.282838","44000","57","56","2009","2007","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","4124520","0","0","928866"
"CAA20090465","THE ARDMORE","959 S ARDMORE AVE","LOS ANGELES","CA","90006","Los Angeles County","34.05391","-118.302278","44000","48","47","2009","2007","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1174072"
"CAA20090490","VILLA SERENA APTS","3929 E FIRST ST","LOS ANGELES","CA","90063","Los Angeles County","34.03598","-118.180716","20802","85","83","2009","2006","Status Not Available","30% Present Value Credit","Yes","No","No","No","4438658","0","0","1229236"
"CAA20090520","CENTRAL VILLAGE APTS","1315 E 21ST ST","LOS ANGELES","CA","90011","Los Angeles County","34.022531","-118.252313","44000","85","84","2009","2006","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","971033"
"CAA20090550","IMANI FE EAST & WEST","10424 S CENTRAL AVE","LOS ANGELES","CA","90002","Los Angeles County","33.941664","-118.25394","44000","92","90","2009","2006","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1666926"
"CAA20090610","PALO VERDE APTS (PALMDALE)","38235 TENTH ST E","PALMDALE","CA","93550","Los Angeles County","34.576647","-118.112016","55156","78","77","2009","2008","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","1000000","0","0","647057"
"CAA20090635","RITTENHOUSE SQUARE","1100 E 33RD ST","LOS ANGELES","CA","90011","Los Angeles County","34.013436","-118.256506","44000","100","99","2009","2007","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","5483872","0","0","1124904"
"CAA20090640","ROSEWOOD GARDENS APTS","504 N BERENDO ST","LOS ANGELES","CA","90004","Los Angeles County","34.079962","-118.293849","44000","54","53","2009","2007","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1105795"
"CAA20090660","SUMMER TERRACE","38530 TIERRA SUBIDA AVE","PALMDALE","CA","93551","Los Angeles County","34.582277","-118.147295","55156","80","79","2009","2007","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","750000","0","0","816171"
"CAA20090670","ROSSLYN LOFTS","101 W FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","34.047186","-118.249287","44000","259","259","2009","2007","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","1739071"
"CAA20090800","NEW CARVER APTS","1624 S HOPE ST","LOS ANGELES","CA","90015","Los Angeles County","34.035727","-118.267802","44000","97","95","2009","2009","Non-Profit Sponsor","Information Not Available","Yes","No","Status Not Available","No","7000000","0","0",""
"CAA20090801","OCEAN BREEZE APTS","1458 14TH ST","SANTA MONICA","CA","90404","Los Angeles County","34.022834","-118.484522","70000","20","19","2009","2009","Non-Profit Sponsor","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20090802","LEFFINGWELL MANOR","11410 SANTA GERTRUDES AVE","WHITTIER","CA","90604","Los Angeles County","33.930718","-117.993137","21292","89","88","2009","2008","Non-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","414088"
"CAA20090804","HARVARD CIRCLE","952 N HARVARD BLVD","LOS ANGELES","CA","90029","Los Angeles County","34.088268","-118.303828","44000","39","39","2009","2007","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1143022"
"CAA20099805","MANITOU VISTAS II","3414 MANITOU AVE","LOS ANGELES","CA","90031","Los Angeles County","34.071855","-118.204516","44000","21","20","2009","2007","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20100003","OLIVE STREET DEVELOPMENT","740 S OLIVE ST","LOS ANGELES","CA","90014","Los Angeles County","34.046033","-118.256296","44000","309","308","2010","2009","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","2200350"
"CAA20100005","ADAMS & CENTRAL MIXED USE DEVELOPMENT","1011 E ADAMS BLVD","LOS ANGELES","CA","90011","Los Angeles County","34.019191","-118.255522","44000","80","79","2010","2008","For-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","2500000","0","1122637"
"CAA20100007","ALDEA VILLAGE COMMUNITY","2003 S RESERVOIR ST","POMONA","CA","91766","Los Angeles County","34.035417","-117.732017","58072","19","19","2010","2010","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","540634"
"CAA20100013","ANDALUCIA HEIGHTS","458 HARTFORD AVE","LOS ANGELES","CA","90017","Los Angeles County","34.056849","-118.263416","44000","75","74","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1333951"
"CAA20100015","ANDALUCIA SENIOR APTS","8101 SEPULVEDA BLVD","PANORAMA CITY","CA","91402","Los Angeles County","34.218362","-118.466836","44000","94","93","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1459318"
"CAA20100020","ANGELUS PLAZA NORTH","200 S OLIVE ST","LOS ANGELES","CA","90012","Los Angeles County","34.05339","-118.248916","44000","332","330","2010","2008","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1695169"
"CAA20100025","ARBOR ON DATE","44927 DATE AVE","LANCASTER","CA","93534","Los Angeles County","34.698513","-118.141056","40130","40","39","2010","2008","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3950000","0","0","426239"
"CAA20100040","BONNIE BRAE APT HOMES","505 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","34.05914","-118.27219","44000","53","52","2010","2008","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","915768"
"CAA20100045","BONNIE BRAE VILLAGE","208 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","34.064078","-118.268523","44000","92","91","2010","2008","Status Not Available","30% Present Value Credit","Yes","No","No","No","10342829","0","0","1232883"
"CAA20100050","BROADWAY PLAZA APTS","901 S BROADWAY","LOS ANGELES","CA","90015","Los Angeles County","34.042079","-118.25655","44000","82","16","2010","2001","Status Not Available","30% Present Value Credit","No","Yes","No","No","0","2100617","0","66253"
"CAA20100060","CHARLES COBB APTS","521 S SAN PEDRO ST","LOS ANGELES","CA","90013","Los Angeles County","34.043557","-118.244555","44000","76","74","2010","2008","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3772148","0","0","763505"
"CAA20100105","GARDENS ON GARFIELD","303 E GARFIELD AVE","GLENDALE","CA","91205","Los Angeles County","34.136025","-118.252578","30000","30","29","2010","2008","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","4421891","0","0","554341"
"CAA20100115","HOLLYDALE SENIOR APTS","12222 GARFIELD AVE","SOUTH GATE","CA","90280","Los Angeles County","33.915621","-118.168673","73080","101","100","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1998601"
"CAA20100120","HOLLYWOOD BUNGALOW COURTS","1721 N KINGSLEY DR","LOS ANGELES","CA","90027","Los Angeles County","34.10258","-118.303706","44000","42","41","2010","2008","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","393737"
"CAA20100127","LAS MARGARITAS APTS","115 N SOTO ST","LOS ANGELES","CA","90033","Los Angeles County","34.044235","-118.209647","44000","41","41","2010","2009","Non-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1176038"
"CAA20100140","LONG BEACH BURNETT APTS","2355 LONG BEACH BLVD","LONG BEACH","CA","90806","Los Angeles County","33.800005","-118.189686","43000","46","36","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","777642"
"CAA20100147","MCCOY PLAZA A","9315 FIRTH BLVD","LOS ANGELES","CA","90002","Los Angeles County","33.951709","-118.247745","44000","64","63","2010","2009","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","5985000","0","0","1770868"
"CAA20100149","MENLO PARK","831 W 70TH ST","LOS ANGELES","CA","90044","Los Angeles County","33.976541","-118.288283","44000","48","48","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1091698"
"CAA20100150","MIRAMAR VILLAGE","240 S WESTLAKE AVE","LOS ANGELES","CA","90057","Los Angeles County","34.064024","-118.269869","44000","114","113","2010","2008","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","11354040","0","0","1999951"
"CAA20100155","MIRANDELA SENIOR APTS","5555 CRESTRIDGE RD","RANCHO PALOS VERDES","CA","90275","Los Angeles County","33.767761","-118.37299","59514","34","33","2010","2009","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","688959"
"CAA20100210","REGENCY TOWERS","151 N LOCUST ST","INGLEWOOD","CA","90301","Los Angeles County","33.964046","-118.350594","36546","104","103","2010","2009","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","756019"
"CAA20100215","RENATO APTS","531 SAN JULIAN ST","LOS ANGELES","CA","90013","Los Angeles County","34.043814","-118.245674","44000","96","95","2010","2008","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1432532"
"CAA20100235","ROSA PARKS VILLAS","2507 S BRONSON AVE","LOS ANGELES","CA","90018","Los Angeles County","34.0342","-118.333032","44000","60","59","2010","2007","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","5005267","0","0","1008162"
"CAA20100250","SIERRA BONITA APTS","7530 SANTA MONICA BLVD","WEST HOLLYWOOD","CA","90046","Los Angeles County","34.090622","-118.354025","84410","42","41","2010","2008","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","678496"
"CAA20100298","COURTYARDS IN LONG BEACH","1027 REDONDO AVE","LONG BEACH","CA","90804","Los Angeles County","33.779591","-118.152619","43000","46","44","2010","2009","Non-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0",""
"CAA20100304","VAN NUYS APTS","210 W SEVENTH ST","LOS ANGELES","CA","90014","Los Angeles County","34.044627","-118.252794","44000","299","297","2010","2009","Status Not Available","Information Not Available","No","No","No","No","0","0","0","1647246"
"CAA20100307","VASSAR CITY LIGHTS","3685 SAN FERNANDO RD","GLENDALE","CA","91204","Los Angeles County","34.123058","-118.254446","30000","70","70","2010","2008","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1565633"
"CAA20100803","HOLLYWOOD & VINE APTS","1600 VINE ST","LOS ANGELES","CA","90028","Los Angeles County","34.099799","-118.326475","44000","75","78","2010","2008","Non-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1229736"
"CAA20100804","IVY TERRACE","13751 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","34.201371","-118.432095","44000","52","51","2010","2008","Non-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","895103"
"CAA20100805","ANGELUS PLAZA","255 S HILL ST","LOS ANGELES","CA","90012","Los Angeles County","34.051762","-118.249241","44000","761","757","2010","2008","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","3609355"
"CAA20100807","GLENDALE CITY LIGHTS","3673 SAN FERNANDO RD","GLENDALE","CA","91204","Los Angeles County","34.122529","-118.253891","30000","67","67","2010","2007","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","1800119"
"CAA20110030","BIXEL HOUSE APTS","625 S BIXEL ST","LOS ANGELES","CA","90017","Los Angeles County","34.053328","-118.262823","44000","77","76","2011","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0",""
"CAA20110060","CANYON CREEK SENIOR HOUSING","4803 EL CANON AVE","CALABASAS","CA","91302","Los Angeles County","34.156649","-118.637734","44000","75","74","2011","2009","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2500000","0","0","1228861"
"CAA20110065","CARSON CITY CENTER SENIOR HOUSING","720 E CARSON ST","CARSON","CA","90745","Los Angeles County","33.831435","-118.26297","11530","86","85","2011","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1200500"
"CAA20110092","CORONADO PLAZA","2614 W SEVENTH ST","LOS ANGELES","CA","90057","Los Angeles County","34.058938","-118.282743","44000","67","67","2011","2009","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2414724"
"CAA20110093","COURIER PLACE APTS","111 S COLLEGE AVE","CLAREMONT","CA","91711","Los Angeles County","34.093896","-117.715137","13756","74","75","2011","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1592333"
"CAA20110110","DANA STRAND SENIOR APTS","410 HAWAIIAN AVE","WILMINGTON","CA","90744","Los Angeles County","33.773681","-118.276126","44000","100","99","2011","2009","Status Not Available","30% Present Value Credit","No","No","Yes","No","0","0","0","950112"
"CAA20110145","FORD APTS","1000 E SEVENTH ST","LOS ANGELES","CA","90021","Los Angeles County","34.038445","-118.243787","44000","151","150","2011","2009","Non-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1609446"
"CAA20110160","GLASSELL PARK COMMUNITY HOUSING","3000 VERDUGO RD","LOS ANGELES","CA","90065","Los Angeles County","34.105281","-118.237414","44000","50","49","2011","2009","Non-Profit Sponsor","Information Not Available","Yes","No","No","No","2640475","0","0","1626341"
"CAA20110167","GLENOAKS GARDENS","8925 GLENOAKS BLVD","SUN VALLEY","CA","91352","Los Angeles County","34.230893","-118.367762","44000","60","60","2011","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","4130649","0","0",""
"CAA20110205","JUANITA VILLAS","335 N JUANITA AVE","LOS ANGELES","CA","90004","Los Angeles County","34.077147","-118.290699","44000","49","48","2011","2010","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2464945","0","0","651751"
"CAA20110265","LORENA APTS","3327 SABINA ST","LOS ANGELES","CA","90023","Los Angeles County","34.030175","-118.200091","44000","112","111","2011","2009","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2478400"
"CAA20110290","MAYA TOWN HOMES","306 W 120TH ST","LOS ANGELES","CA","90061","Los Angeles County","33.92356","-118.278488","44000","21","20","2011","2009","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0",""
"CAA20110308","MONTECITO TERRACES","14655 BLYTHE ST","PANORAMA CITY","CA","91402","Los Angeles County","34.215368","-118.452601","44000","96","96","2011","2009","For-Profit Sponsor","70% Present Value Credit","Yes","Yes","No","No","1047797","848384","0","1339138"
"CAA20110310","MOSAIC APTS","1521 W PICO BLVD","LOS ANGELES","CA","90015","Los Angeles County","34.044417","-118.27601","44000","56","55","2011","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1369978"
"CAA20110343","PALACE HOTEL","2640 E ANAHEIM ST","LONG BEACH","CA","90804","Los Angeles County","33.782434","-118.16106","43000","13","13","2011","2009","Non-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0",""
"CAA20110365","PATH VILLAS OSAGE APTS","812 S OSAGE AVE","INGLEWOOD","CA","90301","Los Angeles County","33.953987","-118.345201","36546","20","19","2011","2009","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2202010","0","0","591291"
"CAA20110370","PROFESSIONAL HOUSING & DEVELOPMENT APTS","1020 S KINGSLEY DR","LOS ANGELES","CA","90006","Los Angeles County","34.052061","-118.302927","44000","83","82","2011","2009","Non-Profit Sponsor","Mix of 30% and 70% Present Value Credit","Yes","No","No","No","4575000","0","0",""
"CAA20110375","PROVIDENCE GARDENS","1011 PINE AVE","LONG BEACH","CA","90813","Los Angeles County","33.779582","-118.192585","43000","200","198","2011","2010","Status Not Available","30% Present Value Credit","No","No","No","No","0","0","0","645399"
"CAA20110435","SEASONS AT COMPTON","15810 S FRAILEY AVE","COMPTON","CA","90221","Los Angeles County","33.889376","-118.190574","21034","84","83","2011","2009","Non-Profit Sponsor","Information Not Available","Yes","No","No","No","3398313","0","0","1318793"
"CAA20110480","THE CROSSINGS AT NORTH HILLS","9333 SEPULVEDA BLVD","NORTH HILLS","CA","91343","Los Angeles County","34.239904","-118.467892","44000","38","37","2011","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1123676"
"CAA20110482","CROSSINGS ON 29TH STREET","828 E 29TH ST","LOS ANGELES","CA","90011","Los Angeles County","34.017579","-118.260598","44000","33","33","2011","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","1188476"
"CAA20110484","CUATRO VIENTOS","5331 HUNTINGTON DR N","LOS ANGELES","CA","90032","Los Angeles County","34.091256","-118.164663","44000","24","24","2011","2009","Non-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","762545"
"CAA20110522","VENDOME PALMS APTS","975 N VENDOME ST","LOS ANGELES","CA","90026","Los Angeles County","34.083992","-118.274677","44000","35","35","2011","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","452304"
"CAA20110605","LA PRO APTS","249 N JUANITA AVE","LOS ANGELES","CA","90004","Los Angeles County","34.075649","-118.290646","44000","124","119","2011","2010","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","668184"
"CAA20110663","WADSWORTH PARK APTS","1033 E 43RD ST","LOS ANGELES","CA","90011","Los Angeles County","34.005903","-118.257469","44000","21","20","2011","2010","For-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","333668"
"CAA20110819","TOBERMAN VILLAGE","142 W SANTA CRUZ ST","SAN PEDRO","CA","90731","Los Angeles County","33.744337","-118.280869","44000","49","48","2011","2010","Non-Profit Sponsor","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","641003"
"CAA20110826","ENCANTO COURT","1345 W 105TH ST","LOS ANGELES","CA","90044","Los Angeles County","33.9414","-118.299576","84592","62","61","2011","2009","Non-Profit Sponsor","30% Present Value Credit","Yes","No","Status Not Available","No","5600000","0","0","656283"
"CAA20110829","YOUNG BURLINGTON APTS","820 S BURLINGTON AVE","LOS ANGELES","CA","90057","Los Angeles County","34.052768","-118.274645","44000","21","20","2011","2009","Non-Profit Sponsor","70% Present Value Credit","Yes","No","Status Not Available","No","1845000","0","0",""
"CAA20110830","36TH ST & BROADWAY APTS","4775 S BROADWAY","LOS ANGELES","CA","90037","Los Angeles County","33.999623","-118.278527","44000","27","25","2011","2009","Non-Profit Sponsor","30% Present Value Credit","Yes","No","Status Not Available","No","2938772","0","0",""
"CAA20110834","WESTSIDE II","725 HINDRY AVE","INGLEWOOD","CA","90301","Los Angeles County","33.954588","-118.373755","36546","196","196","2011","2009","For-Profit Sponsor","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20110835","THE SAGEBRUSH OF DOWNTOWN II","725 W MILLING ST","LANCASTER","CA","93534","Los Angeles County","34.696073","-118.142696","40130","40","39","2011","2009","Non-Profit Sponsor","Information Not Available","No","No","Status Not Available","No","0","0","0",""
"CAA20110836","MY TOWN HOMES","12015 S FIGUEROA ST","LOS ANGELES","CA","90061","Los Angeles County","33.923264","-118.282857","44000","21","20","2011","2009","Non-Profit Sponsor","70% Present Value Credit","Yes","No","Status Not Available","No","1800000","0","0",""
"CAA20110838","SAGEBRUSH OF DOWNTOWN","44825 ELM AVE","LANCASTER","CA","93534","Los Angeles County","34.696534","-118.142026","40130","21","20","2011","2009","Non-Profit Sponsor","Information Not Available","No","No","Status Not Available","No","0","0","0",""
"CAA20110841","THE VILLAS AT GOWER","1726 N GOWER ST","LOS ANGELES","CA","90028","Los Angeles County","34.102388","-118.322172","44000","70","69","2011","2009","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","Status Not Available","0","0","","1843479"
"CAA20120020","CAMPUS COMMONS","16 CAMPUS DR","ARCADIA","CA","91007","Los Angeles County","34.13064","-118.031793","2462","42","42","2012","2010","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","383390"
"CAA20120050","EAST CARSON HOUSING","425 E CARSON ST","CARSON","CA","90745","Los Angeles County","33.831858","-118.269257","11530","64","64","2012","2010","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1204499"
"CAA20120060","EPWORTH APTS","6525 S NORMANDIE AVE","LOS ANGELES","CA","90044","Los Angeles County","33.980238","-118.300473","44000","19","19","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","584584"
"CAA20120085","HAYWORTH HOUSE","1234 N HAYWORTH AVE","WEST HOLLYWOOD","CA","90046","Los Angeles County","34.092643","-118.362789","84410","47","47","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","777816"
"CAA20120095","MARKET PARK APTS","601 N MARKET ST","INGLEWOOD","CA","90302","Los Angeles County","33.971519","-118.355839","36546","49","49","2012","2011","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","278596"
"CAA20120110","MILAN TOWN HOMES","10006 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","33.945492","-118.27793","44000","15","15","2012","2009","For-Profit Sponsor","Information Not Available","No","No","No","No","0","0","0","674434"
"CAA20120150","SUNRISE APTS","5125 S MAIN ST","LOS ANGELES","CA","90037","Los Angeles County","33.995885","-118.274146","44000","45","45","2012","2010","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","601910"
"CAA20120845","OAKRIDGE FAMILY HOMES","15455 GLENOAKS BLVD","SYLMAR","CA","91342","Los Angeles County","34.324273","-118.469786","44000","59","59","2012","2012","Non-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","4500000","0","432897"
"CAA20120852","PALMDALIA","38028 11TH ST E","PALMDALE","CA","93550","Los Angeles County","34.57349","-118.109316","55156","64","63","2012","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","287389"
"CAA20120871","EVERGREEN APTS","1528 FREEMAN AVE","LONG BEACH","CA","90804","Los Angeles County","33.786494","-118.155473","43000","78","78","2012","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","1788742","0","0","716638"
"CAA20120885","HIGH PLACE WEST","2345 VIRGINIA AVE","SANTA MONICA","CA","90404","Los Angeles County","34.023893","-118.466774","70000","46","46","2012","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","818946"
"CAA20120889","MONTECITO APTS","6650 FRANKLIN AVE","LOS ANGELES","CA","90028","Los Angeles County","34.105019","-118.334787","44000","116","115","2012","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","414876"
"CAA20120894","NOHO SENIOR VILLAS","5539 KLUMP AVE","NORTH HOLLYWOOD","CA","91601","Los Angeles County","34.170823","-118.375398","44000","49","48","2012","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","Status Not Available","No","4567846","0","0","601455"
"CAA20120897","MISSION PLAZA FAMILY APTS","2250 PARKSIDE AVE","LOS ANGELES","CA","90031","Los Angeles County","34.071603","-118.199926","44000","130","130","2012","2011","Non-Profit Sponsor","70% Present Value Credit","No","Yes","No","No","0","1230728","0","1399865"
"CAA20120914","MOSAIC GARDENS AT WHITTIER","12524 PHILADELPHIA ST","WHITTIER","CA","90601","Los Angeles County","33.978946","-118.042945","85292","21","20","2012","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2291746","0","0","413565"
"CAA20120922","STEP UP ON VINE","1057 VINE ST","LOS ANGELES","CA","90038","Los Angeles County","34.090089","-118.326827","44000","34","32","2012","2011","Non-Profit Sponsor","70% Present Value Credit","No","Yes","No","No","0","334951","0","812957"
"CAA20120926","LONG BEACH SENIOR ARTISTS COLONY","200 E ANAHEIM ST","LONG BEACH","CA","90813","Los Angeles County","33.782435","-118.191134","43000","161","160","2012","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","1930596"
"CAA20120927","NOHO SENIOR ARTISTS COLONY","10747 MAGNOLIA BLVD","N HOLLYWOOD","CA","91601","Los Angeles County","34.165075","-118.365355","44000","126","27","2012","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","308297"
"CAA20120931","NEW HOPE HOME","1150 E NEW YORK ST","LONG BEACH","CA","90813","Los Angeles County","33.784699","-118.178123","43000","140","139","2012","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","726207"
"CAA20120933","GARVEY COURT","10127 GARVEY AVE","EL MONTE","CA","91733","Los Angeles County","34.062895","-118.048163","22230","68","67","2012","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","808498"
