"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA19940240","MONTE VISTA APTS (GLENDALE)","714 E ELK AVE","GLENDALE","CA","91205","Los Angeles County","34.141603","-118.246545","30000","9","9","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","101439"
"CAA19940250","NAVY BLUE APTS","102 NAVY ST","VENICE","CA","90291","Los Angeles County","33.996913","-118.479535","44000","14","14","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","94022"
"CAA19940275","PALM GARDEN APTS","10130 VALLEY BLVD","EL MONTE","CA","91731","Los Angeles County","34.077482","-118.049507","22230","90","89","1994","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","249271"
"CAA19940285","PARKE LOS ROBLES","626 N LOS ROBLES AVE","PASADENA","CA","91101","Los Angeles County","34.15666","-118.141309","56000","12","12","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","146477"
"CAA19940290","PARKVIEW APTS (LOS ANGELES)","622 S ALVARADO ST","LOS ANGELES","CA","90057","Los Angeles County","34.058624","-118.275214","44000","198","198","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","861047"
"CAA19940315","PRODUCE PLACE","676 S CENTRAL AVE","LOS ANGELES","CA","90021","Los Angeles County","34.037003","-118.240713","44000","95","95","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","432233"
"CAA19940320","REGENCY 50","14540 BLYTHE ST","PANORAMA CITY","CA","91402","Los Angeles County","34.215052","-118.450253","44000","50","50","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","642180"
"CAA19940325","ROHIT VILLAS","122 E 120TH ST","LOS ANGELES","CA","90061","Los Angeles County","33.923553","-118.273087","44000","16","7","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","30101"
"CAA19940330","ROSAMEL APTS","1240 ELDEN AVE","LOS ANGELES","CA","90006","Los Angeles County","34.047991","-118.287492","44000","9","9","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","53984"
"CAA19940350","SECOND STREET CENTER","1423 SECOND ST","SANTA MONICA","CA","90401","Los Angeles County","34.014519","-118.496361","70000","44","44","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","376952"
"CAA19940410","THE CARLTON APTS","5425 CARLTON WAY","LOS ANGELES","CA","90027","Los Angeles County","34.100675","-118.307893","44000","24","24","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","394399"
"CAA19940450","VILLA ESPERANZA","255 E 28TH ST","LOS ANGELES","CA","90011","Los Angeles County","34.022456","-118.267438","44000","33","33","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","605423"
"CAA19940490","WITMER CITY LIGHTS","319 WITMER ST","LOS ANGELES","CA","90017","Los Angeles County","34.058601","-118.26396","44000","16","16","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","217152"
"CAA19940494","CAMBRIDGE PLACE","421 W 33RD ST","LONG BEACH","CA","90806","Los Angeles County","33.817253","-118.196916","43000","24","24","1994","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","351037"
"CAA19940497","HOLLY STREET VILLAGE","151 E HOLLY ST","PASADENA","CA","91103","Los Angeles County","34.147803","-118.146681","56000","374","75","1994","1992","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","370841"
"CAA19940498","HOLLYWOOD EL CENTRO APTS","6211 DE LONGPRE AVE","LOS ANGELES","CA","90028","Los Angeles County","34.09636","-118.324113","44000","88","88","1994","1994","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","891210"
"CAA19940502","PARKER HOTEL","725 WITMER ST","LOS ANGELES","CA","90017","Los Angeles County","34.051695","-118.268423","44000","32","31","1994","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","131241"
"CAA19950015","VISTA VALLE TOWNHOMES","670 W SAN JOSE AVE","CLAREMONT","CA","91711","Los Angeles County","34.082898","-117.72454","13756","48","47","1995","1995","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","154895"
"CAA19950016","COURTLAND HOTEL","520 WALL ST","LOS ANGELES","CA","90013","Los Angeles County","34.044299","-118.246146","44000","97","97","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","495403"
"CAA19950018","COMMUNITY OF SANTA MONICA","815 ASHLAND AVE","SANTA MONICA","CA","90405","Los Angeles County","34.005209","-118.473387","70000","45","45","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","655613"
"CAA19950020","ALTADENA VISTAS APTS","815 E CALAVERAS ST","ALTADENA","CA","91001","Los Angeles County","34.184389","-118.133472","1290","22","22","1995","1992","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","74027"
"CAA19950023","AVALON COURTYARD","22121 AVALON BLVD","CARSON","CA","90745","Los Angeles County","33.826336","-118.263926","11530","91","91","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","882097"
"CAA19950024","AVENIDA TERRACE APTS","245 S AVE 54","HIGHLAND PARK","CA","90042","Los Angeles County","34.104569","-118.195783","44000","8","8","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","135753"
"CAA19950030","CANAAN GARDENS","641 E 27TH ST","LOS ANGELES","CA","90011","Los Angeles County","34.021047","-118.262391","44000","7","7","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","115682"
"CAA19950032","CASA HEIWA","231 E THIRD ST","LOS ANGELES","CA","90013","Los Angeles County","34.048159","-118.243823","44000","100","99","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1275647"
"CAA19950033","CASA RITA","6508 RITA AVE","HUNTINGTON PARK","CA","90255","Los Angeles County","33.980299","-118.223685","36056","103","102","1995","1993","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","474947"
"CAA19950044","CRESCENT ARMS","1709 W EIGHTH ST","LOS ANGELES","CA","90017","Los Angeles County","34.053162","-118.273634","44000","186","184","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1893671"
"CAA19950049","EDWARD HOTEL","713 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","34.043093","-118.241778","44000","47","46","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","240730"
"CAA19950053","FAME MANOR","3210 W ADAMS BLVD","LOS ANGELES","CA","90018","Los Angeles County","34.032464","-118.319446","44000","56","56","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","649000"
"CAA19950057","FUMBAH MANOR","832 S LAKE ST","LOS ANGELES","CA","90057","Los Angeles County","34.054559","-118.279222","44000","18","18","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","230957"
"CAA19950064","LA BREA/FRANKLIN APTS","1801 N LA BREA AVE","LOS ANGELES","CA","90046","Los Angeles County","34.103901","-118.346123","44000","40","40","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","514883"
"CAA19950067","LA MIRADA SENIOR APTS","15811 ALICANTE RD","LA MIRADA","CA","90638","Los Angeles County","33.902873","-117.993541","40032","100","100","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","744477"
"CAA19950068","LA POSADA","375 COLUMBIA AVE","LOS ANGELES","CA","90017","Los Angeles County","34.05814","-118.265398","44000","61","61","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","398401"
"CAA19950069","LA VILLA MARIPOSA","345 COLUMBIA AVE","LOS ANGELES","CA","90017","Los Angeles County","34.058534","-118.265149","44000","115","115","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1253102"
"CAA19950072","LAS PALOMAS HOTEL","2201 E FIRST ST","LOS ANGELES","CA","90033","Los Angeles County","34.044561","-118.212507","44000","65","65","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","474535"
"CAA19950074","MANILA TERRACE APTS","2328 W TEMPLE ST","LOS ANGELES","CA","90026","Los Angeles County","34.071231","-118.271526","44000","30","29","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","451560"
"CAA19950076","MARINA APTS","722 S CORONADO ST","LOS ANGELES","CA","90057","Los Angeles County","34.058232","-118.282288","44000","64","63","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","653213"
"CAA19950079","MERCEDES APTS","727 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","34.057715","-118.28169","44000","47","46","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","481469"
"CAA19950081","MIDTOWN GARDENS","400 N VERMONT AVE","LOS ANGELES","CA","90004","Los Angeles County","34.078382","-118.291504","44000","205","141","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","228213"
"CAA19950085","NORBO HOTEL DEVELOPMENT","526 E SIXTH ST","LOS ANGELES","CA","90021","Los Angeles County","34.041983","-118.245147","44000","57","57","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","397075"
"CAA19950090","PARK PLACE APTS","2500 W FOURTH ST","LOS ANGELES","CA","90057","Los Angeles County","34.064009","-118.277176","44000","49","49","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","897493"
"CAA19950100","SEA GATE VILLAGE","1450 LOCUST AVE","LONG BEACH","CA","90813","Los Angeles County","33.784235","-118.190894","43000","44","44","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","466083"
"CAA19950104","ST ANDREWS BUNGALOW COURT","1514 N ST ANDREWS PL","LOS ANGELES","CA","90028","Los Angeles County","34.098526","-118.311249","44000","16","16","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","127448"
"CAA19950111","VALLEY VILLAGE APTS","12111 CHANDLER BLVD","VALLEY VILLAGE","CA","91607","Los Angeles County","34.168815","-118.396504","44000","188","188","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1172800"
"CAA19950112","VILLA DEL PUEBLO","1441 S HOPE ST","LOS ANGELES","CA","90015","Los Angeles County","34.037231","-118.267329","44000","81","81","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1059588"
"CAA19950113","VILLA FLORENTINA","4576 FLORENCE AVE","BELL","CA","90201","Los Angeles County","33.969882","-118.185614","4870","13","13","1995","1994","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","153218"
"CAA19950117","VINELAND PLACE","7843 VINELAND AVE","SUN VALLEY","CA","91352","Los Angeles County","34.213362","-118.370536","44000","18","18","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","242204"
"CAA19950118","WASHINGTON VILLA APTS","264 E WASHINGTON BLVD","PASADENA","CA","91104","Los Angeles County","34.168718","-118.144947","56000","21","21","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","288300"
"CAA19950119","WELDON HOTEL","507 MAPLE AVE","LOS ANGELES","CA","90013","Los Angeles County","34.045336","-118.246885","44000","58","58","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","304616"
"CAA19950120","WERNER ILLING HOUSE","1924 ARGYLE AVE","HOLLYWOOD","CA","90068","Los Angeles County","34.106027","-118.325013","44000","21","20","1995","1993","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","149361"
"CAA19950122","YOUNG APTS","1621 S GRAND AVE","LOS ANGELES","CA","90015","Los Angeles County","34.035197","-118.266912","44000","66","65","1995","1992","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","559680"
"CAA19960005","ALABAMA COURT","7440 ALABAMA AVE","CANOGA PARK","CA","91303","Los Angeles County","34.205388","-118.598834","44000","42","42","1996","1995","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","367104"
"CAA19960020","ASHWOOD COURT","19201 NORDHOFF ST","NORTHRIDGE","CA","91324","Los Angeles County","34.235651","-118.551234","44000","72","72","1996","1995","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","764322"
"CAA19960100","ROSSMORE HOTEL","905 E SIXTH ST","LOS ANGELES","CA","90021","Los Angeles County","34.039881","-118.241096","44000","60","60","1996","1996","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","351670"
